YEAR,SERIAL,REGION,NFAMS,PERNUM,RACE,AGE,SEX,EMPSTAT,OCC,UHRSWORKT,WKSTAT,JOBCERT,EDUC,INCWAGE,OINCWAGE
2020,39814,12,1,1,100,22,2,34,0,999,99,99.0,92,,
2020,52099,12,1,1,100,33,2,10,2634,40,11,99.0,111,,
2021,2405,41,1,1,100,80,1,36,0,999,99,99.0,123,,
2010,22894,21,1,2,100,42,2,10,5000,40,11,,73,45000.0,0.0
2020,47714,22,1,3,100,23,1,12,2920,997,42,99.0,81,,
2021,53930,22,1,1,100,80,1,36,0,999,99,99.0,81,,
2016,12260,12,1,1,100,37,1,10,50,40,11,,81,40000.0,0.0
2021,16577,31,1,1,100,52,2,21,800,999,50,99.0,111,,
2022,57719,33,1,5,100,13,2,0,0,999,99,99.0,1,,
2012,42466,31,1,4,100,2,2,0,0,999,99,,1,99999999.0,99999999.0
2020,42940,12,1,1,200,62,1,36,0,999,99,99.0,73,,
2020,44383,12,1,1,100,57,2,10,5730,35,11,99.0,73,,
2021,52311,11,1,3,100,6,1,0,0,999,99,99.0,1,,
2017,25500,22,1,5,100,4,2,0,0,999,99,,1,99999999.0,99999999.0
2022,21774,21,1,3,100,0,2,0,0,999,99,99.0,1,,
2019,32915,22,1,1,100,58,1,10,8140,40,11,99.0,73,,
2020,38113,41,1,2,100,47,2,10,4700,60,11,99.0,81,,
2014,83615,31,2,3,100,30,2,32,0,999,99,,73,0.0,0.0
2020,28005,31,1,1,200,62,1,10,9130,40,11,99.0,73,,
2021,12993,31,2,2,100,57,1,21,4020,999,60,99.0,111,,
2017,40678,31,1,2,100,40,2,10,4700,40,11,,73,20748.0,0.0
2009,48351,31,1,3,100,20,2,34,0,999,99,,81,1000.0,0.0
2012,57868,31,1,5,200,5,2,0,0,999,99,,1,99999999.0,99999999.0
2019,56965,32,1,3,100,0,1,0,0,999,99,99.0,1,,
2021,33557,32,1,1,100,30,1,32,0,999,99,99.0,60,,
2021,55404,32,1,2,100,67,2,36,0,999,99,99.0,125,,
2021,33340,32,1,1,200,73,1,32,0,999,99,99.0,73,,
2021,38136,11,1,2,100,77,2,36,0,999,99,99.0,123,,
2015,661,11,1,2,100,56,2,10,4820,35,11,,91,0.0,0.0
2020,50345,32,1,2,100,41,2,10,5610,35,11,,73,20000.0,0.0
2022,15900,31,1,2,100,75,1,36,0,999,99,99.0,73,,
2013,73777,41,1,3,100,14,1,0,0,999,99,,1,99999999.0,99999999.0
2021,12714,31,1,1,100,40,2,10,1021,40,11,99.0,111,,
2011,89991,42,1,1,100,80,1,36,0,999,99,,111,0.0,0.0
2011,25687,21,1,2,100,55,1,10,9600,54,11,,73,70000.0,0.0
2016,49199,31,1,1,100,68,2,10,5240,40,11,,73,21060.0,0.0
2017,93750,42,1,3,100,13,1,0,0,999,99,,1,99999999.0,99999999.0
2021,69846,41,1,3,100,13,2,0,0,999,99,,1,99999999.0,99999999.0
2018,57465,33,1,3,100,16,1,34,0,999,99,,50,0.0,0.0
2011,93915,42,1,1,651,58,2,34,0,999,99,,71,19200.0,0.0
2010,73356,41,1,4,300,1,2,0,0,999,99,,1,99999999.0,99999999.0
2021,57415,33,1,2,100,58,2,10,20,997,11,99.0,81,,
2019,12044,12,1,1,801,36,2,10,2300,40,12,,111,65000.0,0.0
2013,2914,11,1,1,652,43,1,10,1430,40,11,,111,100000.0,0.0
2009,31279,22,2,1,100,54,1,10,110,40,11,,111,88000.0,0.0
2021,66484,21,1,1,100,60,1,36,0,999,99,99.0,92,,
2020,2976,41,1,1,100,63,2,36,0,999,99,99.0,125,,
2021,59085,33,1,6,200,11,2,0,0,999,99,99.0,1,,
2014,1322,11,2,4,100,46,2,10,8030,40,12,,73,45000.0,0.0
2021,45210,31,1,2,100,30,2,10,4760,50,11,99.0,111,,
2020,22611,21,1,1,100,57,1,10,6260,60,11,99.0,73,,
2020,31861,22,1,1,100,65,2,36,0,999,99,,73,0.0,0.0
2010,22895,21,1,1,100,41,2,10,1010,40,11,,111,40000.0,0.0
2021,31781,22,1,1,100,70,2,10,5120,997,12,99.0,81,,
2021,38024,11,1,4,100,9,1,0,0,999,99,99.0,1,,
2020,34655,22,1,2,100,10,2,0,0,999,99,99.0,1,,
2021,28427,31,1,1,651,52,1,10,710,40,11,99.0,111,,
2019,39879,12,1,3,100,6,2,0,0,999,99,99.0,1,,
2016,17876,21,1,1,100,65,2,10,3646,997,21,,81,20000.0,0.0
2011,90292,42,1,1,200,36,2,34,0,999,99,,91,0.0,0.0
2016,82797,42,2,1,100,22,1,34,340,999,99,,81,5800.0,0.0
2015,97203,42,1,2,100,4,2,0,0,999,99,,1,99999999.0,99999999.0
2021,54527,31,1,6,100,12,1,0,0,999,99,99.0,1,,
2021,62374,11,1,1,100,37,1,10,1640,40,11,99.0,111,,
2019,20775,21,1,1,100,78,1,10,4720,40,11,,20,20000.0,0.0
2021,25009,32,1,1,100,47,1,32,0,999,99,99.0,73,,
2020,10209,41,1,2,300,63,2,10,4920,20,41,99.0,111,,
2009,34043,22,1,2,100,47,1,10,2200,50,11,,125,75000.0,0.0
2020,55181,31,1,1,200,61,1,10,2320,40,11,99.0,111,,
2020,43716,12,1,1,100,49,2,10,8740,25,41,99.0,81,,
2009,19487,12,1,1,100,45,1,10,4220,30,41,,73,22000.0,14800.0
2021,27927,31,1,1,200,48,1,10,1021,40,11,99.0,123,,
2019,69120,21,1,2,100,49,2,10,4110,32,41,1.0,91,,
2021,3772,33,1,3,100,17,1,10,4251,8,41,99.0,50,,
2021,42258,12,1,1,100,64,2,32,0,999,99,99.0,60,,
2020,75266,41,1,1,803,43,2,10,705,40,11,,111,55000.0,0.0
2021,40973,31,1,3,200,1,2,0,0,999,99,,1,99999999.0,99999999.0
2018,17102,21,3,4,100,29,2,12,4720,35,13,,73,7000.0,0.0
2020,59470,33,1,1,100,25,2,10,230,50,11,99.0,123,,
2010,1072,11,1,1,100,45,1,32,0,999,99,,71,0.0,0.0
2021,62797,31,1,2,200,25,1,21,7340,999,50,99.0,81,,
2020,283,32,2,2,100,34,2,10,2825,45,11,99.0,123,,
2021,64495,31,1,2,100,72,1,36,0,999,99,99.0,40,,
2020,55925,22,1,3,100,23,1,32,0,999,99,99.0,73,,
2020,48941,33,1,2,100,23,1,12,6230,40,13,99.0,50,,
2021,64622,42,1,3,100,17,2,34,0,999,99,99.0,50,,
2017,67913,33,1,4,200,18,1,34,0,999,99,,73,0.0,0.0
2021,60095,33,1,5,100,9,2,0,0,999,99,,1,99999999.0,99999999.0
2021,37671,41,1,2,802,24,2,10,5300,997,12,99.0,73,,
2020,7079,42,1,1,100,40,2,10,3255,40,11,2.0,111,,
2016,89590,42,1,1,100,74,1,10,6420,20,41,,30,20000.0,0.0
2010,15244,12,1,1,100,21,1,10,4620,50,11,,73,80000.0,0.0
2020,12084,31,1,2,100,20,1,21,9645,999,50,99.0,71,,
2020,58738,33,1,1,651,61,2,10,1760,50,11,2.0,123,,
2016,88932,42,1,4,100,12,1,0,0,999,99,,1,99999999.0,99999999.0
2011,28842,21,1,1,100,37,2,34,0,999,99,,81,0.0,0.0
2021,41390,31,1,1,100,49,1,10,1555,40,11,,92,63000.0,0.0
2020,48391,21,1,1,100,44,1,10,7340,40,11,99.0,81,,
2022,45397,31,1,1,100,57,2,34,0,999,99,99.0,73,,
2020,55611,31,1,2,100,49,1,10,8620,70,11,2.0,73,,
2020,55859,31,1,1,200,67,2,36,0,999,99,99.0,30,,
2011,9189,11,1,2,100,18,2,21,4600,999,50,,73,0.0,0.0
2018,937,11,2,2,100,41,1,10,9640,40,11,,81,35000.0,0.0
2021,20376,21,1,2,200,80,2,36,0,999,99,99.0,81,,
2020,19096,41,1,3,100,1,1,0,0,999,99,99.0,1,,
2021,45594,22,1,1,100,30,1,10,3648,45,11,99.0,73,,
2020,54009,31,6,3,200,0,1,0,0,999,99,99.0,1,,
2020,67039,31,1,5,100,12,1,0,0,999,99,99.0,1,,
2022,47430,21,1,1,200,69,2,36,0,999,99,99.0,81,,
2012,48441,31,1,2,200,54,2,10,2310,12,41,,111,16000.0,0.0
2016,52094,32,1,1,200,47,2,32,0,999,99,,40,0.0,0.0
2020,37892,31,1,3,100,11,2,0,0,999,99,,1,99999999.0,99999999.0
2021,22743,21,1,5,100,22,1,10,3603,36,11,2.0,73,,
2021,19954,41,1,2,100,56,1,10,4710,30,41,99.0,73,,
2013,24916,21,1,3,801,9,2,0,0,999,99,,1,99999999.0,99999999.0
2012,91394,42,1,1,100,53,2,34,0,999,99,,73,0.0,0.0
2021,5399,42,1,1,651,36,1,10,750,40,11,99.0,81,,
2018,74648,41,1,1,100,39,2,10,4920,30,41,,111,35000.0,0.0
2014,78547,22,1,1,100,60,2,10,2320,50,11,,111,59278.0,0.0
2020,49325,21,1,1,100,58,2,10,8990,40,11,1.0,81,,
2021,67473,41,1,2,100,3,2,0,0,999,99,99.0,1,,
2021,52147,12,1,2,100,33,2,34,0,999,99,99.0,111,,
2020,90455,42,1,3,651,35,2,10,4720,40,11,,73,35000.0,0.0
2012,85826,42,2,3,100,19,1,10,4720,20,41,,81,1100.0,0.0
2019,20939,21,1,3,100,10,1,0,0,999,99,99.0,1,,
2021,1335,32,1,5,100,19,2,34,0,999,99,99.0,81,,
2020,41343,41,1,1,100,69,1,36,0,999,99,99.0,73,,
2020,16430,31,1,1,100,62,2,10,3255,56,11,2.0,111,,
2010,73921,41,1,3,100,2,1,0,0,999,99,,1,99999999.0,99999999.0
2012,94120,42,1,3,100,17,2,10,5610,10,41,,60,6000.0,3000.0
2014,76248,21,1,1,100,31,1,10,1740,40,11,,111,45000.0,0.0
2021,47463,21,1,1,100,61,1,10,220,40,11,99.0,73,,
2020,46442,31,1,5,200,13,1,0,0,999,99,,1,99999999.0,99999999.0
2010,11548,12,1,2,100,64,2,36,0,999,99,,30,0.0,0.0
2020,14468,31,1,2,100,33,2,10,4350,30,22,99.0,73,,
2020,9650,41,1,1,100,45,2,10,5230,60,11,99.0,81,,
2018,15345,21,1,1,100,73,1,36,0,999,99,,81,0.0,0.0
2020,16995,31,1,3,100,2,1,0,0,999,99,99.0,1,,
2017,9042,12,1,1,651,55,2,34,0,999,99,,73,0.0,0.0
2017,57299,32,1,5,200,8,1,0,0,999,99,,1,99999999.0,99999999.0
2010,76740,41,1,2,100,53,2,10,3150,40,11,,111,54000.0,0.0
2017,4208,11,1,2,100,31,1,10,1360,40,11,,123,152000.0,0.0
2020,87718,42,1,2,100,56,2,10,3100,100,11,,124,131000.0,40000.0
2016,83417,42,1,1,100,38,2,10,2860,28,41,,73,4700.0,2300.0
2020,35315,41,1,2,100,66,1,36,0,999,99,99.0,73,,
2021,61963,33,1,3,100,19,1,10,5240,18,41,,73,7629.0,0.0
2020,60869,33,1,1,100,49,2,10,5120,40,11,99.0,60,,
2021,57828,33,1,1,100,74,1,36,0,999,99,99.0,111,,
2020,41608,41,1,1,100,55,1,10,3725,40,11,99.0,73,,
2021,14323,31,4,4,801,16,1,34,0,999,99,99.0,50,,
2020,50259,33,1,6,100,9,2,0,0,999,99,99.0,1,,
2022,38772,12,1,1,200,31,1,10,1021,40,11,2.0,111,,
2020,62747,11,1,2,100,42,1,10,2310,40,11,2.0,111,,
2021,40604,41,1,2,100,71,2,34,0,999,99,99.0,20,,
2020,59743,33,1,1,200,42,1,10,1108,40,11,99.0,123,,
2021,24280,22,1,2,651,38,2,10,5120,40,11,99.0,92,,
2022,51350,12,1,2,100,31,1,12,3030,40,13,99.0,123,,
2010,31374,22,1,5,200,8,1,0,0,999,99,,1,99999999.0,99999999.0
2021,48680,21,1,2,100,62,2,36,0,999,99,99.0,111,,
2020,30752,21,1,5,100,17,2,10,4150,25,41,99.0,73,,
2020,25569,32,1,5,100,16,2,34,0,999,99,99.0,50,,
2020,66598,42,1,4,100,7,1,0,0,999,99,99.0,1,,
2021,23057,22,1,1,100,34,2,10,350,55,11,2.0,111,,
2013,18509,12,1,2,100,54,1,10,6600,40,11,,73,29000.0,0.0
2021,533,32,1,1,200,59,1,36,0,999,99,99.0,81,,
2011,66295,33,1,4,100,6,2,0,0,999,99,,1,99999999.0,99999999.0
2018,32395,31,1,4,200,3,2,0,0,999,99,,1,99999999.0,99999999.0
2021,59570,33,1,1,100,70,2,36,0,999,99,99.0,81,,
2013,40660,22,1,1,100,27,2,10,3255,40,11,,111,72000.0,36000.0
2020,66980,21,1,4,100,10,2,0,0,999,99,99.0,1,,
2020,4381,33,1,2,801,5,2,0,0,999,99,99.0,1,,
2020,1954,42,1,4,100,8,1,0,0,999,99,99.0,1,,
2019,58885,33,1,3,100,13,2,0,0,999,99,99.0,1,,
2021,55954,32,1,1,100,33,2,10,4720,40,11,99.0,73,,
2019,48960,21,1,2,100,61,1,10,4710,58,11,99.0,81,,
2021,20036,21,1,2,100,69,2,36,0,999,99,,73,0.0,0.0
2021,30940,21,1,1,100,74,2,36,0,999,99,99.0,81,,
2021,54493,22,1,1,100,36,2,12,4700,40,13,99.0,111,,
2010,27781,21,1,3,100,15,2,34,0,999,99,,50,0.0,0.0
2019,19629,21,1,4,651,7,2,0,0,999,99,,1,99999999.0,99999999.0
2020,5242,11,1,1,200,36,2,10,3255,40,11,,92,80000.0,0.0
2014,51353,41,1,4,100,16,1,34,0,999,99,,40,0.0,0.0
2021,54617,22,1,1,100,64,1,36,0,999,99,99.0,73,,
2020,20432,41,1,3,100,5,1,0,0,999,99,99.0,1,,
2013,18744,12,1,2,200,78,2,10,5700,997,21,,73,19000.0,0.0
2013,35234,22,1,4,100,12,1,0,0,999,99,,1,99999999.0,99999999.0
2014,35848,31,1,2,200,4,2,0,0,999,99,,1,99999999.0,99999999.0
2020,51847,12,1,4,651,7,2,0,0,999,99,99.0,1,,
2020,9403,42,1,1,802,71,1,36,0,999,99,99.0,73,,
2020,36249,41,1,1,100,74,1,36,0,999,99,99.0,111,,
2021,53681,31,1,2,200,49,1,10,8990,40,11,99.0,92,,
2016,67868,33,1,1,100,54,1,10,8140,50,11,,111,37000.0,0.0
2013,88833,42,1,4,100,16,2,34,0,999,99,,71,0.0,0.0
2022,39442,12,1,2,100,16,1,34,0,999,99,99.0,30,,
2020,43695,12,1,1,200,40,2,10,4510,70,11,2.0,81,,
2020,39162,12,1,1,100,51,1,21,9030,999,60,2.0,123,,
2020,59073,33,1,1,100,31,2,34,0,999,99,99.0,111,,
2019,38721,11,1,3,100,1,2,0,0,999,99,99.0,1,,
2020,34385,22,1,4,100,22,1,10,4251,52,11,99.0,111,,
2021,61631,11,2,1,100,48,1,10,9130,40,11,99.0,73,,
2019,33002,22,4,5,100,16,1,10,4020,15,41,,40,5000.0,0.0
2021,66531,31,1,4,100,10,2,0,0,999,99,99.0,1,,
2021,25358,33,1,4,100,7,1,0,0,999,99,99.0,1,,
2021,17979,31,1,1,100,49,2,10,120,50,11,99.0,81,,
2021,34706,41,1,2,100,80,1,36,0,999,99,99.0,81,,
2015,27039,21,1,2,100,77,2,36,0,999,99,,73,0.0,0.0
2012,40734,22,1,1,100,35,2,10,430,40,11,,124,92000.0,0.0
2018,49958,31,1,1,100,54,2,34,0,999,99,,111,0.0,0.0
2020,4749,33,1,1,100,42,1,34,3160,999,99,99.0,111,,
2021,5776,42,1,2,100,36,1,10,4760,20,22,99.0,81,,
2020,1505,42,1,1,300,34,2,10,4010,50,11,99.0,92,,
2019,38563,31,1,2,200,41,1,10,8740,40,11,,92,87000.0,0.0
2020,58227,33,1,1,100,49,2,34,4720,999,99,99.0,73,,
2010,96890,42,1,4,806,13,1,0,0,999,99,,1,99999999.0,99999999.0
2020,51235,12,1,1,100,36,2,10,3255,36,11,2.0,111,,
2010,1463,11,1,1,100,49,1,10,3740,48,11,,91,43000.0,0.0
2018,12578,12,1,1,100,37,1,10,8740,40,11,,123,100000.0,0.0
2021,60400,33,1,4,100,12,2,0,0,999,99,99.0,1,,
2009,66318,33,1,2,100,45,2,34,0,999,99,,10,0.0,0.0
2021,62655,31,1,2,200,68,2,32,0,999,99,99.0,81,,
2020,21645,21,1,2,651,54,2,10,410,6,41,1.0,111,,
2012,75340,41,1,2,100,18,1,10,6820,60,11,,60,57500.0,40000.0
2021,14916,21,1,4,100,17,2,10,4150,8,41,,50,5000.0,0.0
2019,77169,41,1,3,100,47,2,34,0,999,99,,40,0.0,0.0
2022,38827,12,1,1,100,85,2,36,0,999,99,99.0,123,,
2020,38742,11,1,2,100,58,2,36,0,999,99,99.0,111,,
2009,82081,41,3,2,100,53,2,10,4720,40,11,,73,36000.0,0.0
2020,9084,42,1,3,100,15,2,34,0,999,99,99.0,50,,
2020,24992,22,1,2,100,55,2,10,1545,40,11,99.0,91,,
2021,31156,21,1,2,100,28,2,10,5240,40,11,99.0,92,,
2022,52338,12,1,1,100,25,1,10,9620,40,11,99.0,73,,
2021,85769,42,1,2,100,72,2,36,0,999,99,,124,0.0,0.0
2013,82018,41,1,1,300,63,2,32,0,999,99,,50,0.0,0.0
2014,44542,33,1,3,200,14,1,0,0,999,99,,1,99999999.0,99999999.0
2020,88982,42,1,3,100,74,2,36,0,999,99,,81,0.0,0.0
2021,59747,33,1,4,100,7,1,0,0,999,99,99.0,1,,
2021,27908,31,1,3,100,39,2,10,9130,40,11,99.0,111,,
2017,1920,11,1,1,100,59,1,10,4700,40,21,,81,0.0,0.0
2019,15246,12,1,4,100,15,2,10,4350,997,12,,30,0.0,0.0
2014,85114,31,1,3,100,13,2,0,0,999,99,,1,99999999.0,99999999.0
2020,57850,33,1,4,200,16,1,34,0,999,99,99.0,60,,
2021,54121,31,1,2,100,6,1,0,0,999,99,99.0,1,,
2021,15706,31,1,4,100,10,1,0,0,999,99,99.0,1,,
2021,7292,42,1,7,100,13,1,0,0,999,99,99.0,1,,
2021,37993,11,2,2,100,41,2,10,5740,40,11,99.0,73,,
2011,89165,42,1,2,100,51,1,10,4700,40,11,,81,64000.0,0.0
2009,25240,21,1,2,100,34,2,34,0,999,99,,73,0.0,0.0
2013,53208,31,1,5,100,22,2,21,4720,999,50,,73,0.0,0.0
2021,39703,12,1,1,100,70,1,36,0,999,99,99.0,71,,
2019,67233,31,1,1,100,80,1,36,0,999,99,99.0,73,,
2021,32200,22,1,2,100,71,2,36,0,999,99,99.0,111,,
2020,21377,21,1,6,200,65,2,21,3603,999,50,2.0,92,,
2015,57189,32,1,4,100,18,1,34,0,999,99,,60,0.0,0.0
2021,51185,12,1,4,100,3,2,0,0,999,99,99.0,1,,
2021,19927,21,1,2,100,37,2,34,0,999,99,,111,20000.0,0.0
2010,49622,31,1,4,100,13,2,0,0,999,99,,1,99999999.0,99999999.0
2019,39643,11,1,5,100,17,2,34,0,999,99,99.0,60,,
2020,26177,33,1,3,200,23,1,21,6515,999,60,99.0,73,,
2016,46252,31,1,5,100,11,2,0,0,999,99,,1,99999999.0,99999999.0
2009,21807,21,1,4,100,27,2,34,0,999,99,,73,0.0,0.0
2019,59552,33,1,2,100,26,1,10,9130,40,11,,71,50000.0,0.0
2021,10289,11,1,6,651,68,2,36,0,999,99,99.0,20,,
2021,62628,11,1,1,100,67,2,34,0,999,99,99.0,73,,
2019,10809,11,1,2,100,12,1,0,0,999,99,99.0,1,,
2016,84160,42,1,3,100,11,1,0,0,999,99,,1,99999999.0,99999999.0
2020,20258,21,1,2,200,14,2,0,0,999,99,99.0,1,,
2014,22146,22,1,2,100,39,2,34,0,999,99,,30,0.0,0.0
2020,4377,33,1,3,100,1,1,0,0,999,99,99.0,1,,
2018,59127,33,1,5,100,30,1,34,0,999,99,,60,0.0,0.0
2017,30771,22,1,2,100,0,1,0,0,999,99,,1,99999999.0,99999999.0
2019,510,32,1,2,100,36,2,10,4700,50,11,99.0,123,,
2020,759,32,1,1,100,85,2,32,0,999,99,99.0,30,,
2020,69595,41,1,2,100,23,2,34,0,999,99,,92,0.0,0.0
2017,86562,42,1,3,100,9,1,0,0,999,99,,1,99999999.0,99999999.0
2014,27366,22,2,4,100,43,1,32,0,999,99,,111,0.0,0.0
2021,37389,41,1,1,100,61,1,10,4700,40,11,99.0,73,,
2011,37945,22,1,1,100,60,2,21,8965,999,50,,92,78000.0,0.0
2021,29859,21,1,1,100,56,1,34,0,999,99,99.0,111,,
2009,59440,31,1,1,200,23,2,10,1340,40,12,,111,55500.0,500.0
2016,77867,41,1,3,100,0,2,0,0,999,99,,1,99999999.0,99999999.0
2020,50856,42,1,2,100,64,2,36,0,999,99,99.0,81,,
2020,55549,32,1,1,200,74,2,36,0,999,99,99.0,73,,
2021,61548,41,1,4,200,9,1,0,0,999,99,99.0,1,,
2014,81958,31,1,1,100,73,1,36,0,999,99,,73,0.0,0.0
2021,66498,31,1,1,100,74,1,36,0,999,99,99.0,111,,
2020,54847,31,1,1,100,30,1,10,10,40,11,99.0,111,,
2021,63470,42,1,2,100,54,1,10,20,40,11,99.0,73,,
2011,84604,42,1,2,300,85,1,36,0,999,99,,40,0.0,0.0
2021,36372,22,2,3,100,3,1,0,0,999,99,99.0,1,,
2020,23839,22,1,2,100,68,2,36,0,999,99,99.0,123,,
2021,66950,31,1,1,100,58,2,10,9620,40,11,99.0,73,,
2021,61875,11,1,1,100,80,1,36,0,999,99,99.0,111,,
2021,13200,12,1,1,100,39,1,10,850,40,11,,81,70000.0,0.0
2019,36258,41,1,1,100,51,2,10,3255,40,11,2.0,111,,
2015,28866,22,1,1,100,77,1,36,0,999,99,,73,0.0,0.0
2021,42612,12,1,1,651,61,2,34,0,999,99,99.0,123,,
2015,41817,31,1,1,200,27,1,10,9620,25,22,,111,7000.0,0.0
2009,56441,31,2,3,200,21,2,10,5520,40,11,,81,7200.0,0.0
2020,14488,31,4,4,100,63,2,10,3500,40,11,99.0,111,,
2011,54868,31,2,1,100,46,2,10,5240,997,11,,73,18000.0,0.0
2009,91174,42,1,1,200,46,1,10,930,40,11,,111,35000.0,0.0
2021,60080,33,3,3,200,24,1,10,4110,40,11,99.0,81,,
2021,39469,12,1,1,100,44,1,10,7140,52,11,2.0,81,,
2015,60141,32,1,1,100,69,2,36,0,999,99,,73,0.0,0.0
2020,64304,42,1,1,100,33,2,34,0,999,99,99.0,81,,
2009,19853,21,1,1,100,45,2,10,210,997,12,,91,0.0,0.0
2018,71030,41,1,5,100,5,2,0,0,999,99,,1,99999999.0,99999999.0
2010,71894,33,1,1,100,52,1,10,4850,65,11,,81,100000.0,0.0
2017,85742,42,1,1,100,55,2,10,8965,35,11,,92,57350.0,0.0
2018,57846,33,1,1,100,80,1,36,0,999,99,,73,0.0,0.0
2020,664,32,1,1,100,65,1,36,0,999,99,99.0,124,,
2020,32656,22,1,3,100,9,1,0,0,999,99,99.0,1,,
2017,90268,42,2,1,100,43,1,10,9610,40,11,,73,35000.0,0.0
2020,19489,41,1,1,100,37,1,10,10,997,11,99.0,111,,
2020,22864,21,1,4,100,6,1,0,0,999,99,99.0,1,,
2010,63876,32,1,1,100,85,1,36,0,999,99,,60,0.0,0.0
2020,3085,41,1,2,100,77,2,10,350,40,11,2.0,123,,
2020,36275,41,1,2,100,71,1,32,0,999,99,99.0,81,,
2021,28810,11,1,1,100,45,1,10,52,40,11,99.0,125,,
2019,19479,21,1,1,100,85,2,36,0,999,99,,30,0.0,0.0
2020,7456,42,1,3,200,30,1,10,9620,20,41,99.0,111,,
2021,68683,41,1,4,100,20,1,10,5120,40,11,99.0,81,,
2020,46723,22,1,3,100,6,1,0,0,999,99,99.0,1,,
2020,37911,11,1,3,100,41,1,34,0,999,99,99.0,73,,
2020,40240,41,1,1,100,44,2,10,2310,40,11,2.0,111,,
2013,69229,33,1,1,200,21,1,21,6260,999,50,,81,23000.0,0.0
2020,34953,22,1,1,100,65,1,36,0,999,99,99.0,123,,
2020,25617,33,1,1,100,74,1,36,0,999,99,99.0,111,,
2015,60186,32,1,1,200,38,2,10,940,40,11,,73,4560.0,0.0
2014,13470,21,1,3,100,29,1,10,205,45,11,,10,0.0,0.0
2020,373,32,1,3,200,0,1,0,0,999,99,99.0,1,,
2014,74384,21,1,2,100,62,1,36,0,999,99,,91,110000.0,0.0
2018,23182,21,1,3,100,27,2,10,3600,20,22,,71,26000.0,0.0
2019,13507,31,1,3,200,36,2,10,940,40,12,99.0,111,,
2017,59886,33,1,2,100,55,2,10,5700,40,11,,81,35000.0,0.0
2020,17350,31,1,1,100,31,1,10,4220,16,22,1.0,73,,
2016,91180,42,1,3,100,24,1,10,4500,65,11,,73,7000.0,0.0
2020,49880,42,1,3,100,7,2,0,0,999,99,99.0,1,,
2020,77022,41,1,1,100,63,2,10,5740,40,12,,91,75000.0,0.0
2019,39047,31,1,4,100,9,1,0,0,999,99,,1,99999999.0,99999999.0
2016,92942,42,1,1,652,61,2,10,3255,40,11,,111,98000.0,0.0
2015,2156,11,1,2,100,38,1,10,430,55,11,,81,40000.0,0.0
2010,60185,32,2,5,100,8,2,0,0,999,99,,1,99999999.0,99999999.0
2020,20421,21,1,2,100,38,1,10,4700,40,11,99.0,73,,
2021,56495,32,1,1,100,75,1,36,0,999,99,99.0,123,,
2009,65860,33,1,2,100,49,2,10,560,40,11,,73,32000.0,0.0
2021,58450,33,1,1,100,35,1,10,220,50,11,99.0,111,,
2019,60866,33,1,2,200,49,1,10,430,50,21,,81,17000.0,0.0
2020,21860,21,1,2,100,60,2,36,0,999,99,99.0,123,,
2021,83714,42,1,2,100,47,1,10,4220,40,11,,81,36000.0,0.0
2021,68204,41,1,2,100,39,2,10,2002,40,12,2.0,124,,
2021,13446,12,1,1,100,67,1,10,4700,32,41,,73,48000.0,0.0
2021,33731,32,1,1,200,68,2,21,2310,999,50,2.0,111,,
2021,6101,42,1,2,100,52,1,10,6240,40,11,99.0,73,,
2021,5978,42,1,1,100,47,2,10,2910,40,11,99.0,123,,
2021,48413,33,1,3,300,62,1,34,0,999,99,99.0,73,,
2015,8417,11,1,1,100,44,2,10,3510,40,11,,81,29000.0,0.0
2020,23955,22,1,4,100,17,2,34,0,999,99,99.0,60,,
2019,28111,11,1,1,100,48,1,32,0,999,99,99.0,73,,
2021,28017,31,1,1,100,52,2,10,5940,46,11,99.0,81,,
2020,4401,33,1,1,100,80,1,36,0,999,99,99.0,92,,
2017,27120,22,1,1,100,48,1,10,4850,40,11,,73,31000.0,0.0
2012,70924,33,1,5,100,13,1,0,0,999,99,,1,99999999.0,99999999.0
2020,58473,33,2,1,100,40,2,34,4230,999,99,99.0,73,,
2020,46389,22,1,1,100,53,2,10,6050,997,12,99.0,111,,
2020,32880,32,4,5,200,20,2,34,0,999,99,99.0,73,,
2021,41344,12,1,2,200,58,2,10,4810,40,11,99.0,81,,
2015,46987,31,1,2,100,36,2,32,0,999,99,,73,0.0,0.0
2014,93560,41,1,1,100,55,2,10,430,40,11,,111,93000.0,0.0
2012,69813,33,1,4,100,4,2,0,0,999,99,,1,99999999.0,99999999.0
2021,47603,21,1,1,100,47,2,10,440,40,11,2.0,111,,
2020,43541,12,1,2,100,15,2,34,0,999,99,99.0,40,,
2015,8175,11,1,1,100,62,2,10,2540,25,41,,123,14000.0,0.0
2020,44075,12,3,2,100,28,1,10,630,40,11,99.0,91,,
2020,33597,32,1,1,100,76,1,36,0,999,99,99.0,91,,
2019,33280,31,1,5,200,6,2,0,0,999,99,,1,99999999.0,99999999.0
2021,19903,41,1,2,100,18,1,34,0,999,99,99.0,60,,
2020,32478,22,1,3,100,13,2,0,0,999,99,99.0,1,,
2017,86148,42,1,4,100,19,2,10,4760,8,41,,73,1000.0,0.0
2015,97956,42,1,1,100,55,2,10,1240,25,41,,111,40500.0,0.0
2009,33487,22,1,2,100,53,2,12,8800,40,13,,20,21000.0,0.0
2013,96679,42,1,6,652,4,1,0,0,999,99,,1,99999999.0,99999999.0
